Customer_ID,Name,Email,Product,Purchase_Amount,Likelihood_to_Recommend,Satisfaction_Score,Age,Gender,Respondent_ID
9000,Jennifer Harvey,gregorymyers@clark.net,Product D,414,3,10,56,Other,3477fc63-0488-437e-9c6b-cf477fbf3588
4176,Kelsey Hoover,thomasanthony@hotmail.com,Product D,157.14,1,6,46,Male,f3eb8e4d-3348-4f37-879e-4607007541ef
9127,Diane Booker,emily46@hotmail.com,Product C,75.03,8,1,20,Male,2766dd94-4fcb-4693-8667-522a57dff21a
2774,Michael Kim,ldavis@hotmail.com,Product D,116.57,7,10,44,Male,2d0151be-00de-4bda-88fd-aedcfbc321cd
4745,Ronald Huffman,ronald08@hotmail.com,Product B,378.77,5,3,20,Male,6b02495e-e39f-4d3c-b5c9-d811d750b08a
8490,Dennis Hancock,christinelee@davis.com,Product D,97.15,3,7,51,Other,13deb07f-f323-46c4-87f6-21fd842ca65d
3193,Amanda Fields,jonesjoyce@yahoo.com,Product A,56.73,4,6,44,Other,1ba84da7-699a-4e14-b225-395763c84e12
7693,Katherine Watson,paynejody@parks.info,Product A,112.88,4,1,37,Male,1584878a-3da3-48df-b036-3faa53a007f2
9467,Shirley Medina,sheilamoore@gmail.com,Product A,163.67,10,2,22,Male,fbbac983-8ad9-4e1f-aa47-154d7ae62af9
6913,Valerie Logan,christopher76@scott.info,Product A,226.69,5,1,54,Female,70623909-5755-4bda-a7f1-c80c819d9179
1321,Ryan Martinez,vmorrow@hotmail.com,Product B,484.18,4,2,54,Male,3a679168-c373-4479-abb7-60544fc2138f
3097,William Guzman,jonathon98@watson-king.com,Product A,224.04,3,5,19,Male,b71f6c3f-fe62-4de3-a618-fe51876c6ec7
1292,Cameron Kaiser,katherinecastillo@gmail.com,Product C,296.71,8,5,32,Other,4213cf2b-603a-4690-8dea-de769679c62e
9207,Tiffany Wright,smithcarla@hotmail.com,Product C,385.78,6,2,30,Female,9f1a3471-86bd-4101-ba88-64532b7b38f9
7236,Scott Malone,harriskevin@haney.com,Product B,481.9,10,7,42,Female,8994189e-92c2-4954-9950-2b72c8464978
4816,Meghan Wilkinson,uhart@obrien.com,Product C,351.66,3,6,58,Other,6395f686-4343-4ebb-ac42-969eda28e386
9430,Nicole Shaw,michael25@mccarthy.biz,Product D,239.47,3,1,45,Female,08311820-71b1-43e2-8efe-062985f0efda
1336,Daniel Zhang,maryhill@manning.info,Product D,227.63,6,3,39,Male,bb36d334-5450-47df-95b3-d7631a0eab1c
4438,Dr. Sheri Kim DVM,annaserrano@lopez.com,Product D,330.34,7,6,62,Other,bc898e83-1ac8-4573-bd23-b8f3e2aa9301
7434,Kevin Kennedy,benjaminanderson@yahoo.com,Product A,17.19,9,2,30,Other,db264ba3-60a5-4e07-adec-da849b8e22ff
5533,Austin Martinez,nicholas61@schmidt-garza.com,Product D,297.07,2,9,67,Other,fc50c3d5-0542-4e30-8721-7121c0c83835
9024,Amber Crosby,dillonjohn@yahoo.com,Product D,129.79,8,1,70,Female,c32cb9ad-3183-4757-ab98-c44b3f9dccfa
3359,Christopher Kaiser,turnersusan@cardenas.com,Product A,25.53,4,8,69,Male,696a4fc8-3487-479d-be1b-5aee44582456
8671,Isaac Perkins,michaelthompson@hotmail.com,Product C,405.97,9,5,68,Other,2f26564b-95de-4305-890c-3610030b42c1
8158,Anita Morrow,wrodriguez@hotmail.com,Product D,466.46,8,3,47,Male,9292d075-7df6-4fbd-8e51-1e3832a6eeee
9547,Diana Lee,cdouglas@hatfield-robinson.com,Product A,158.55,1,8,42,Other,d6e94ce4-54cd-447a-91a4-4bf3e2ab1cc9
1861,Paul Morris,michael32@gmail.com,Product C,426.72,5,8,18,Female,aa1e1811-c59d-4b3b-bca7-c99b8e408e5d
9195,Ryan Murphy,jacob29@gutierrez-leon.com,Product A,100.2,2,8,39,Other,dca04c64-7832-4189-a065-90acac499800
4497,Ashley Hood,zhawkins@gregory-porter.info,Product B,82.89,2,1,46,Female,fb954b9e-b11e-4298-bfd7-f80198e43473
4054,Brian Brennan,jeromerosales@yahoo.com,Product C,461.06,8,1,56,Male,c6722a4b-c6e7-45cb-a705-bd83c372c56f
7530,Brandon Young,qmorgan@yahoo.com,Product B,357.28,2,5,44,Female,7f2768c6-f738-4798-8eca-da560af88757
9555,Adam Lang,traceycarr@yahoo.com,Product D,154.54,6,7,26,Female,a21e9811-bedf-492e-a8fc-8b062568c045
3699,Toni Johnson,ejones@yahoo.com,Product C,426.66,4,1,30,Female,b65d5667-514d-4b15-9345-d17c3c48337d
8827,Samuel Jones,heathermarshall@keller.com,Product C,75.33,6,1,18,Other,27318d27-3400-4572-a5e7-c6bdcfcbf4ca
1241,James Underwood,echaney@watson-manning.com,Product B,101.38,1,1,58,Female,e86e0947-05b5-42f1-9e02-ea37c8fba5fa
2021,Thomas Frost,marygoodman@yahoo.com,Product C,34.11,7,4,43,Other,49ca7aa8-aff6-4d94-9c76-be3f4e96be48
9524,Jacqueline Martin,sherigomez@nelson.org,Product A,231.17,3,8,49,Female,c6848ef1-2292-4727-b977-7be029a8a704
2615,Katherine Owens,katie34@hotmail.com,Product D,488.91,5,1,33,Female,677d0a58-2f00-4341-8ab0-9a32baca4ee5
7210,Heather Johnson,grodriguez@yahoo.com,Product C,287.6,9,5,55,Female,876705b3-7058-4c73-a2ab-7535e8fbd095
1132,Jason Hart,brian98@warren.biz,Product A,193.52,9,4,52,Other,4fc0a182-842e-44ec-b83b-8d8da7ffbf58
5810,Andrew Mendoza,rsmith@gmail.com,Product A,403.63,6,1,59,Other,b7973857-1f31-4bb2-9ec6-cd08c03e2431
1397,Judy Berry,thomasramos@bowers.com,Product A,384.25,2,8,38,Other,444d2072-5ca3-4210-b17c-477b8f0608a3
2053,Calvin Bowen,williamsabigail@garcia.net,Product A,492.48,1,4,39,Male,88c1a502-a39e-4320-bd2f-30cf1e7530e7
4526,Justin Armstrong,victoria73@gmail.com,Product C,463.33,6,5,46,Female,6e3b8e89-cc9e-4add-89d9-137aa8dd8221
3713,Richard Smith,pallen@johnson-harris.com,Product A,441.38,3,4,33,Male,c9725094-80b2-47c4-b9f0-5d74c857ac1d
4115,Janet Walters,cunninghamadam@hotmail.com,Product B,105.99,7,10,53,Other,dbb0bf39-1f1e-41b8-ac63-73f4952d8689
5348,Brian Green,joysanders@hotmail.com,Product C,446.39,7,5,67,Other,997067d7-1498-444b-92eb-f802acd3eb36
8929,Ann Ball,natashacharles@cortez.info,Product A,191.96,4,5,43,Female,44f9c002-129d-4112-9191-13ea5fd65386
2919,Deborah Pena,castillosteven@gmail.com,Product A,338.85,1,2,44,Male,ebaaf546-7f80-4b27-8248-a145cc47458d
9590,Autumn Wagner DVM,amy27@taylor.com,Product A,140.86,6,3,47,Female,0dded4db-d95b-4f1e-b1f7-1ad328b8b75a
8051,Rebecca Hayden,nathaniel73@hotmail.com,Product C,418.76,4,2,43,Male,cb41e137-c575-4388-9da4-00d6b4ef6095
7680,Jennifer Castillo,upreston@crane-wiley.com,Product C,291.69,1,1,57,Female,50c06e01-99ad-4747-8e02-3550797fa253
9319,Sharon Rocha,carol48@christensen.net,Product A,263.01,4,8,32,Female,9f577c46-9066-48ce-8ea2-94fc894ba3cf
3023,Adam Morgan Jr.,jeffreyharvey@hotmail.com,Product A,439.84,1,8,61,Female,beaa0b12-2ea0-466c-8d75-c2b1aaf08eba
2901,Amy Byrd,yleon@yahoo.com,Product A,408.81,9,10,30,Other,b41763e4-3a1d-4f88-9ba3-bd63d9011015
8785,Cynthia Schultz,earl88@yahoo.com,Product C,430.69,2,4,27,Male,c9297bb3-dee8-487f-a34c-66c5c370d236
9474,Jerry Daniel,sheryl81@gmail.com,Product D,409.04,8,7,40,Male,0d8e85fc-056e-49f2-babb-5d24cd8729a6
5012,Kenneth Nguyen,wmccoy@yahoo.com,Product B,343.6,10,10,24,Male,c6946fc5-0978-4b92-819d-4b7c46803e0d
2486,Mr. William Lewis Jr.,rroberts@elliott.com,Product C,497.43,4,3,55,Other,0dd346b4-3dac-43e9-80f8-0527623e61d7
5528,Rachel Macdonald,michael87@yahoo.com,Product C,251.92,8,3,45,Female,de508ab9-7472-46cc-bdc9-29eacc45358f
2896,Deborah Hayes,michaelwilliams@yahoo.com,Product D,350.9,1,4,47,Male,55568913-cb36-4e8e-87d5-e2cf6956cad5
4133,Christopher Thornton,fernandezdavid@yahoo.com,Product B,115.65,10,8,60,Female,4a19ff4b-5206-45f4-b0cd-ff4d9b481d4f
9294,Renee Harris,leebrett@yahoo.com,Product D,170.33,2,7,20,Other,ecec9e18-1341-46c6-bb11-4eece0ba8b4f
3485,Dale Douglas,icarlson@lee.com,Product C,442.18,7,10,44,Other,2a51c084-c84e-491c-a00b-c246aa6c644b
1761,Vincent Hernandez,woodwardnicholas@yahoo.com,Product C,191.73,2,2,38,Male,95246488-d6f1-46ef-a429-580e321d2096
2715,James Blair,annegardner@gmail.com,Product D,26.45,3,10,28,Male,e8f0d7d1-268a-4cd5-9310-55441c4fe188
5097,Nicholas Wilkins,michaellewis@keller-houston.com,Product C,336.11,1,9,64,Male,8ab87c62-90ba-4f47-b7d6-cbc787f82758
3562,Jesse Finley,michaelrichards@hotmail.com,Product C,199.59,5,1,42,Female,cd223a43-9a5f-4b59-8712-6bb3ab03739d
2461,Nathan Vega,ubailey@smith.org,Product A,474.58,7,9,65,Other,951a4d31-75e8-41c4-aed4-47a0edc9490f
9591,Edward Davis,singhdaniel@hotmail.com,Product A,238.12,7,10,42,Female,d5e14d1f-59b6-4f22-bf36-c97c9adc6e13
6513,Christine Hughes,olivershawn@kennedy.biz,Product C,181.56,1,5,59,Other,6dfb71fc-77ed-4683-9cc6-fa4bcf6f8033
1466,Vanessa Carter,travis46@hotmail.com,Product A,437.76,6,5,69,Other,b9454dc8-0d45-42ff-b749-ff8f22f6019f
7315,Rachel Hogan,kimberly15@yahoo.com,Product D,488,1,10,50,Female,895f81f3-bb8c-454e-a3e2-f7dd29c9f791
5221,Gary Liu,faithharrell@brown.com,Product C,343.83,9,5,33,Male,52cc2685-eba7-4f62-86d9-f28cabfae461
3738,Jose Beck,lisa14@gmail.com,Product D,297.81,2,9,67,Other,58951ced-ddcc-4db1-847b-8e4bf7728bae
8046,Melissa Allen,justinnichols@gmail.com,Product C,328.86,1,1,36,Female,eeab3511-3c2c-4b8f-a909-faf8696ddcce
9667,Jacob Barton,sarah04@gmail.com,Product C,127.99,2,8,44,Female,4008e7e6-9081-4087-8538-0aef87c8325b
9929,Brian Cruz,brownkatrina@gmail.com,Product A,41.05,9,1,22,Female,ccba0183-0c20-4d9b-9712-1c30015fd3ff
8668,Justin Freeman,pbrowning@gmail.com,Product A,56.63,1,7,55,Female,64bd062e-444f-4aea-b651-9cd77764cec8
2293,Melanie Castaneda MD,amcconnell@smith.com,Product D,194.33,2,9,66,Other,fa22f4f4-fb7f-4a63-96ed-bb77725595ea
1462,Emily Phillips,pjones@shepherd-gutierrez.com,Product D,433.34,8,10,19,Male,6a4b7af9-dafa-49d2-acfe-0ccacef97b62
8174,Bryan Johnson,alexandertimothy@caldwell-livingston.com,Product C,360.52,5,9,60,Other,46ab0437-de46-46d6-9e91-ec6b389ec2af
5479,Crystal Lee,mcasey@gmail.com,Product B,388.42,8,8,36,Female,042f2595-6d41-464e-bede-d054b1b90feb
1582,Juan Walker,djones@gmail.com,Product C,307.92,3,6,19,Female,9bc80c56-1835-40f8-a0f0-45380379196b
1543,Casey Colon,ann36@yahoo.com,Product C,241.05,7,5,19,Male,419421f2-f0b4-458a-a2ac-c02ccb7e13df
2872,Kathleen Ford,cesarfarrell@sanchez.net,Product D,314.91,7,7,19,Female,a8a7e4a0-8d59-485a-95b8-1032ebe1a654
7789,George Hunt,xhughes@yahoo.com,Product C,219.8,10,7,41,Male,928ffec5-7da6-42d9-adf1-e5c9ff043fad
5154,Jamie Miles,mitchellrivera@gmail.com,Product A,28.93,10,8,62,Female,620db899-fcf0-4882-be2f-54a587cd3e29
1621,Joel Paul,mariaguerrero@hotmail.com,Product B,96.9,10,8,32,Male,80a0fb36-3e55-4a70-9dbd-a4a04651b25d
6456,Douglas Brown,wdaniels@yahoo.com,Product A,99.95,2,6,35,Other,36d158d6-e752-4a71-b80a-d5b1c983999d
2467,Sara Gilmore,fergusonkayla@hotmail.com,Product D,269.33,6,7,40,Male,fa2b316e-7cf1-4c17-8a0b-6131707e222c
8954,Kathleen Medina,nancy57@gmail.com,Product A,388.35,2,4,18,Female,ad78f108-4b1b-4ef7-9307-ba6d2bfd8cab
7702,Luis Curtis,rebecca68@young.biz,Product A,180.42,3,8,61,Male,9f8a0191-d339-4088-b59c-f3837d50f494
8657,David Stevens,xwalters@williams.biz,Product A,385.88,3,10,54,Male,47c1cb73-07ed-40bb-9041-f22a691b6472
6164,Steven Whitaker,ihays@white.com,Product D,398.22,2,10,36,Other,d992f7e3-e345-4776-8b40-18ef4d6ebaeb
4314,Elizabeth Gomez,thomas36@simmons-shepard.com,Product C,451.14,10,3,33,Male,59c53c49-49bf-4ee3-ac92-a2f13bde3c96
4984,Joshua Barnett,moseslaura@gmail.com,Product B,235.52,6,4,51,Male,0c1f6082-6732-475e-90d7-cf085c23509b
9155,Chelsea Ramirez,ccampbell@hill.com,Product C,77.97,9,5,26,Female,5b0038b8-ff70-49f1-9107-3a3943df642b
5032,Eddie Brown,ereynolds@vance.info,Product D,293.86,3,6,29,Other,d1178b91-c549-4272-87d9-ac84c4ab386b
5983,Connor Randolph,laurenmiller@owens.biz,Product B,144.37,10,7,54,Male,1fc34ad3-dd4e-4e84-b505-7a14834b8ec1
6531,Andrea Hernandez,thompsonkrystal@hotmail.com,Product C,278.3,3,8,56,Female,cbe1da01-7498-460b-b121-613b74fd6b03
7739,Daniel Short,zritter@yahoo.com,Product D,43.08,4,9,23,Female,819792ea-2484-4b05-a0d8-0e39bdf1484c
4646,John Henderson,clarkthomas@doyle.org,Product D,96.09,7,9,29,Male,8c4ea996-6fe5-42dd-a4d6-a1bd7e78e561
9940,Steven Olson,crystal93@hotmail.com,Product B,405.68,10,9,58,Other,67e79fc8-913e-40d6-8c39-6c8b16c823fa
1755,Megan Hale,robinsongina@davis.com,Product C,147.95,9,7,63,Other,c2d2f81f-1deb-4c9b-bf54-2b66c5bc4ff1
8347,Wendy Williams,cjohnson@pierce.com,Product C,286.27,3,6,32,Male,88529c92-870c-4842-9702-af3e2c676d22
3802,Tiffany Jones,stephaniegreen@yahoo.com,Product C,69.86,4,3,22,Female,4abbc3ee-0bcb-4803-8457-ffa3a099f3c5
5610,Heather Gates,woodelizabeth@gmail.com,Product A,237,7,3,21,Female,60b039c3-1070-47b7-b3fe-9448c728eafe
4447,Jay Spencer,mark80@yahoo.com,Product D,53.71,10,7,54,Male,a7c47ee4-068f-4cf3-bcec-1062e9f2e459
9884,David Smith,tdaniels@kennedy.net,Product D,268.57,8,6,62,Female,5b6991f1-cafb-40bb-a4e7-09bb172d2bd5
5138,Jeffrey Davis,sarah28@hotmail.com,Product B,290.69,3,6,48,Male,54c0ae40-8ef5-4db4-a1a7-76308208c7b9
6097,Justin Wilson,collinslisa@coffey.org,Product A,41.53,8,7,55,Female,26468f01-12fa-4fd4-8b37-0cabaf1a888a
9405,Samantha Gill,thomaskeller@young.com,Product D,108.45,7,5,36,Male,dd066b06-4468-4ae3-9982-2fcf97e77e66
5868,Gregory Henderson,pricemichael@hotmail.com,Product A,122.5,8,8,22,Other,6b333463-316c-439c-80af-ee6cc8b46e0c
4415,Jacqueline Martin DVM,davisjoseph@jackson.com,Product C,396.19,1,3,59,Other,a81ab3d6-7d73-49fa-bc95-df4d299c6c4a
9349,Molly Williams,jennifer45@armstrong.org,Product D,297.86,6,8,44,Other,d8ebc654-ab5c-4aca-8bb2-fbe5557df5d7
5967,Brett Maynard,rosetyler@hotmail.com,Product C,196.24,4,2,49,Male,5716f04e-09cb-45ee-a8c6-a68a22d4a293
7731,Michelle Tyler,garciadonald@smith.com,Product C,289.72,4,10,41,Male,29660d74-fb4a-451d-9dd5-b78a2a24bdfd
5508,Allen Bryant,paulamosley@guerrero-lopez.net,Product C,349.7,2,7,53,Other,662559b6-a9b3-4b07-bbfc-d81d6ac8de5f
9196,James Davis,timothymaxwell@gmail.com,Product C,395.2,6,9,66,Male,afda0ffa-7902-4188-a22e-97aed7ed8481
6604,Tamara Patterson,russellmorgan@hotmail.com,Product B,127.71,4,9,29,Male,497d7b9b-f8cb-450a-ac4b-dd14baeb79e7
9101,Scott Johnson,jenglish@gmail.com,Product C,217.96,3,6,55,Male,c03ba296-d0f3-4409-96d1-b7779683b63a
1759,Benjamin Flores,scottmiller@yahoo.com,Product C,212.03,6,10,57,Male,93096b91-31a1-427a-81f7-2c5cda12e537
2281,Melissa Mason,jrusso@brooks.net,Product A,138.5,4,1,33,Male,5bdf7be9-9b63-482c-8f13-8838efc915f9
2017,John Keller,jermaineschultz@harris.net,Product A,394.61,8,5,38,Other,c2c7a5e5-5729-4036-b92f-7e026bed0919
6475,Sydney Jones,davispeter@hughes.com,Product B,50.86,7,4,60,Male,66e54409-9438-43dd-ba0b-1a987da33766
6270,Norman Hunter,zcampbell@hotmail.com,Product C,17.65,5,3,67,Male,83f0988d-9678-42bb-bbd9-cf2e83d6b922
5987,Daniel Smith,dannyconley@hotmail.com,Product C,107.45,5,6,48,Other,809a7a72-851e-455e-8b33-94562d9c6e55
6589,Kathryn Santos,ucraig@hotmail.com,Product B,402.44,2,6,66,Female,e337f4e6-6fa0-428a-955d-961a4ffca774
8653,Randy Adams,xdavis@yahoo.com,Product D,164.65,10,1,26,Female,2cff80f3-ad38-4934-9139-37010008d07a
2504,Kelly Caldwell PhD,mayleslie@dixon.com,Product B,38.58,1,8,46,Other,3775d438-1974-484f-8123-23e6ab027758
5254,Julia Lopez,frowe@hotmail.com,Product B,452.04,5,8,61,Female,9ffdb786-b388-4343-acad-b3e8bff5204b
4853,John Hayes,qlong@gmail.com,Product A,454.9,5,7,28,Female,9d121c01-8d2f-416f-9b07-078107b28a52
3677,Henry Davis,nealdaniel@hotmail.com,Product A,82.24,3,2,67,Other,e5834ff3-0f49-416a-9ab2-b6e80818cc98
7930,Kelli Phelps,dawn40@yahoo.com,Product B,18.23,9,3,67,Female,0f591289-5d5d-42ea-9775-b54ecd67e8b1
7286,Melissa Shah,hartmanstephanie@yahoo.com,Product C,92.1,10,3,59,Male,9a6bebae-b61d-4373-9ad3-15d4f5af36fe
2341,John Johnson,davidcain@hotmail.com,Product C,168.33,4,3,65,Other,060e1fd5-134f-4367-8a22-a6cc1759bfe9
1429,Melissa Collins,ariana79@hotmail.com,Product D,343.59,7,1,44,Male,1c1bd759-81c7-416a-ac0a-9726748f76a4
3582,Samuel Walker,timothylara@johnson.net,Product B,49.01,1,1,22,Male,316f0c42-90c5-4857-a957-954ccff3122e
3426,Sean Morris,juliabarnett@tate-brown.com,Product B,199.96,10,8,54,Male,cf8b6eb8-731d-4043-93ec-0b366a460428
4855,Joshua Thomas,camachobryan@hotmail.com,Product B,155.82,4,7,18,Female,1a1b6125-c0a8-4deb-a3ca-b510dd170949
8959,John Clark,emoore@yahoo.com,Product A,73.62,4,3,58,Female,7842b788-093e-44ca-bafe-958f3e60db26
2334,Kelly Johns,calebgarcia@yahoo.com,Product A,138.1,10,5,31,Other,8d3b56a5-cdb5-47a1-9a7a-053cd9990bc6
6855,Heidi Smith,douglas72@english.com,Product D,322.51,6,3,26,Other,ccd15e37-a504-4c73-ab8b-3707f872f1ff
9562,Adam Lawrence,monicagomez@kelley.info,Product D,110.4,5,7,22,Female,d438366c-91f9-477c-8077-40a9b50768f8
7677,Alexander Le,langmark@gmail.com,Product A,409.57,10,3,51,Male,52acc64e-6749-4f54-b308-ac6128ab1efa
6988,Rodney Levine,floresrobert@austin.info,Product D,262.36,7,8,35,Female,eb068c91-af06-41c5-9207-97813a65acd0
4450,Keith Sanchez,andreaowens@hotmail.com,Product D,213.51,7,6,62,Female,23277310-ff47-4f1f-abce-639cb3df4c23
9878,Joy Smith,ataylor@yahoo.com,Product C,123.37,1,9,59,Male,38acb8e3-108b-4560-b35f-ad07858f7f82
9337,Angela Campbell,brandonwallace@hotmail.com,Product C,425.91,5,1,30,Other,e0336164-8a7b-4a2c-b640-4de97cfe5549
7311,Mark Michael,rebekah20@yahoo.com,Product D,116.48,6,5,68,Male,b92065a1-8e46-46c0-8020-c9504891efe7
8157,Stephen Moss,chase49@kim.com,Product C,155.76,4,6,45,Female,aca48bfb-be49-470f-bad3-d31c676b33ef
4087,Marcus Campbell,penachristopher@smith.org,Product C,423.96,1,7,66,Female,73c65a5e-70ea-4e47-b677-df48a895dad0
2926,John Robinson,montgomeryjacob@yahoo.com,Product B,376.44,3,3,21,Other,8a1e6cb7-3528-4ed7-9e45-c15bff3fe85a
2941,Brandy Murphy,benjamin55@dixon.com,Product B,362.14,8,6,49,Other,285b7a01-b335-4b18-afb8-81255b7919e2
5063,Zachary Lynch,aliciahess@gmail.com,Product A,228.14,5,5,18,Male,5ce4de61-7221-4c60-a06b-9585a566b0f9
6318,Laura Flores,jackmurphy@hunt.info,Product B,152.27,6,7,39,Female,7b932b48-c797-4fb8-93bb-f6fc1ffc516a
8816,Andrew Rosario,alexisrosario@hotmail.com,Product A,384.43,9,7,49,Female,d716b221-5068-495b-a853-a36c3cc3b72f
7026,Aaron Alvarado,elizabethbutler@gmail.com,Product D,46.83,9,5,38,Other,4290ce07-3fca-47f0-8065-8c321c8da301
4487,Yolanda Campbell,gregoryperez@gmail.com,Product B,99.63,10,3,54,Female,05820ae4-fb18-4f49-8a89-a18323aeea4a
4617,Robert Davies Jr.,burtonlisa@gmail.com,Product A,415.57,10,9,37,Male,d255186e-dad9-43e5-8dfb-d0e05e4e4292
1146,George Kidd,alexander97@hotmail.com,Product C,10.08,6,7,47,Male,d4a96d45-32ab-4281-8b80-f47da944e717
6821,Brian Patterson,rebecca61@forbes.com,Product C,371.21,6,8,66,Male,a4f70daa-2f69-427c-8d4e-d6fb891418cd
4732,Kara Jacobs,angelallen@gmail.com,Product A,357.74,3,9,44,Male,d5911481-71fc-48ac-893b-93439634e399
6253,Tammie Nelson,michaelgutierrez@cross.com,Product D,99.85,5,2,65,Other,a5f78e33-e66e-41af-a71c-c7c3cda9bd02
1800,Justin Gray,joan10@ortega.org,Product D,84.33,3,3,45,Female,f12c2f5e-c258-4b3b-9120-341e590759a0
9173,Michelle Rush,glen76@montes-robles.net,Product A,154.62,4,6,34,Female,88927c0f-2f94-4a14-a22b-7ff70134f4fb
5841,Elizabeth Rodgers,rodriguezmanuel@hotmail.com,Product A,158.96,1,3,61,Male,190e8c58-9431-435e-9300-2f85df267f94
6781,Morgan Li,raustin@gibbs-riddle.com,Product A,252.55,1,3,35,Other,67872fe9-b5ca-439c-812c-65cbe95694c9
4833,Charles Ballard,batkins@miller.com,Product A,93.62,3,8,45,Other,28237e75-e493-4991-ab84-e018bc32211e
2827,Russell Brooks,ebrooks@yahoo.com,Product C,298.7,5,4,27,Female,1c8d8a6d-0f0a-499c-b510-8f801b36331b
3491,Adam Winters,alex77@reynolds.com,Product C,411.49,1,9,34,Other,dfb4f877-7ae0-470a-b4f9-2aae5808432b
8560,Jose Callahan,tprice@hotmail.com,Product B,494.64,6,6,26,Male,a5983dbc-df13-4f9d-9313-1c33e8d92159
8705,Laura Powell,corey00@george-moreno.com,Product A,462.63,3,6,37,Female,dccfffe9-5573-44ee-a91e-9021cce544cc
4645,Marie Gray,robertlane@sweeney.net,Product D,492.31,6,5,63,Female,ab035f4e-3143-4a36-a480-957e2c820842
1994,Angela Hernandez,fryekevin@osborne-salazar.com,Product B,23.5,1,8,48,Female,dcdf52d5-3776-44f4-9aea-97e26db225f1
6149,Kevin Aguirre,stevensandoval@yahoo.com,Product D,476.05,10,1,29,Female,91640573-9207-4c13-a307-2247ebd7b116
3900,Timothy Roman,betty35@thomas.com,Product B,387.89,2,3,21,Female,94c22d76-d1f4-4930-96eb-e3fc783d8465
2481,Reginald Simpson,bzhang@yahoo.com,Product D,315.4,4,8,18,Other,519681ed-4545-4f2f-910f-0a8afa481a42
2320,Rebecca Madden,shannonsmith@elliott.info,Product A,364.47,3,3,28,Female,c5e9877b-e433-4864-a594-c5d2324b9625
7298,Rebecca Terry,michaeldougherty@gmail.com,Product C,206.06,5,7,44,Female,d9eda1db-6366-4ba3-a3e4-d1ba11016e57
4320,Eric Coleman,juanpeterson@hotmail.com,Product A,48.43,7,1,25,Female,420f6dc4-7981-439b-8db6-c41d8965e432
6286,Julie Harris,dawnchaney@robinson-stone.com,Product C,63.72,5,9,31,Female,440d289b-9463-47df-930b-de76dc7a4f43
4848,Ms. Kimberly Garcia MD,rileyaaron@gmail.com,Product A,292.33,7,8,48,Female,852fa486-14dc-432d-b943-e78a5f5a8867
8042,Angela Obrien,dominicbrown@sparks-rice.com,Product B,94.43,6,10,62,Female,ec5a84d0-91f5-4fb0-b9a1-883a694ba322
1891,Stacey Glover,schmidtstephanie@dudley.biz,Product B,191.77,4,4,69,Female,444f0bf0-5e2f-479b-b140-19a7e560b051
3651,Teresa Zavala,wrightjustin@williams.com,Product D,197.93,10,4,55,Female,ba8ec99c-42f1-4e3d-aaba-8e1c391d5b4d
7489,Christopher Garner,clucas@gmail.com,Product B,176.68,10,6,21,Other,6a450047-a609-44c8-9e64-0ac7b578665f
1324,Veronica Cervantes,gray@hill.net,Product A,81.31,1,7,70,Male,a71b700c-37d0-4c77-bf4f-d104242b739c
5998,Andres Fry,karlaadams@yahoo.com,Product B,478.6,10,1,23,Male,7be15020-612e-443e-ac56-3a0b91356906
4747,Sharon Larsen,jensenwilliam@holt.com,Product D,154.27,10,1,38,Male,058da798-627a-4de0-af78-a6af7022f8e5
5832,Robert Bush,ryanmartinez@gmail.com,Product B,424.75,1,2,25,Other,bc94dd38-7b7f-4e4f-b275-0593182f90de
6398,Destiny Villa,sean05@shelton.com,Product A,288.74,4,3,27,Female,b5fecae7-c0c4-4a16-8e29-16352f42aab6
9468,Anthony Harrell,pporter@yahoo.com,Product C,406.37,5,2,24,Female,e2bb1263-f946-4ded-8500-f683a4915ca3
3275,Judy Stout,keith63@williams-nicholson.biz,Product C,43.99,7,4,30,Other,8d4129a0-0531-4256-82e1-fac69ee252db
4009,Katelyn Duran,penaderek@hotmail.com,Product C,33.77,2,8,22,Other,50efcd67-4255-4afa-a493-89b25a2c74a2
1690,Micheal Carpenter,olsonjoseph@hotmail.com,Product D,13.18,6,3,34,Male,b9245faf-33a0-4b32-a212-2f9f6281d14d
1762,Samantha Solis,andersontony@jones-shaw.biz,Product A,391.36,3,6,61,Male,bd8f8288-709f-4706-8add-d88cedc77493
4253,Heather Burgess,lmoran@riley.com,Product C,311.1,7,1,64,Other,54838cae-1b6b-4739-a95b-53bc69798853
3749,John Alvarado,vjohnson@moore-greer.com,Product C,384.07,7,7,37,Female,acce9f6f-e472-4a27-bdcf-3cd70a5d2dab
6749,Bonnie Young,oberry@acevedo.org,Product A,309.89,2,8,48,Female,1e82ad5b-bf39-43f8-b51a-05115d3cc18c
4796,James Osborne,adamskristin@freeman.com,Product D,415.2,5,9,20,Other,b22455a8-e317-4b02-8893-b5d3331af35e
5698,Erica Wood,jonesdeborah@gmail.com,Product C,117.08,2,1,65,Other,4dd87cc7-23ed-43cf-8f76-75ca2761576c
6328,Michael Jensen,collinscristina@walker.com,Product B,98.06,5,2,19,Male,813f5766-8859-4947-afd2-5a182662a6f5
9008,Alexis Thornton,jesse43@chavez.com,Product B,122.89,3,10,21,Male,63e764c9-5555-40cf-995e-d75f0a102f58
5351,Victoria Ramirez,gregory69@yahoo.com,Product A,38.47,3,5,52,Male,1058503a-5ba1-408b-a289-1fd88135f38e
